Country,Dimension ,Indicator,Assessment,Criteria,Explanation,Source,URL,size
Bhutan,1. Public Debt Reporting,Sectorial coverage,Full coverage,4. Full,Budget Law 2020-2021: LT debt contracted by SOEs (page 131). LG debt is not expected,https://www.mof.gov.bt/wp-content/uploads/2020/06/BUDGET2020-21.pdf,https://www.mof.gov.bt/wp-content/uploads/2020/06/BUDGET2020-21.pdf,1
Nicaragua,1. Public Debt Reporting,Sectorial coverage,Full coverage,4. Full,,https://www.bcn.gob.ni/publicaciones/periodicidad/trimestral/deuda/index.php,https://www.bcn.gob.ni/publicaciones/periodicidad/trimestral/deuda/index.php,1
Moldova,1. Public Debt Reporting,Sectorial coverage,Full coverage,4. Full,,https://mf.gov.md/sites/default/files/Raport%20Q2%20semestrul%202%20a%202020.pdf,https://mf.gov.md/sites/default/files/Raport%20Q2%20semestrul%202%20a%202020.pdf,1
Kenya,1. Public Debt Reporting,Time range,< = 3 months,4. Full,"There is no indication of the date of publication. As five montly bulletins were published in 2020, the lag is assumed not to exceed 3 months",https://treasury.go.ke/economy/category/186-2020.html,https://treasury.go.ke/economy/category/186-2020.html,1
Liberia,1. Public Debt Reporting,Time range,< = 3 months,4. Full,"The September 2020 Debt Monthly Bulletin with end-September 2020 debt statistics published on October 13, 2020",https://www.mfdp.gov.lr/index.php/economic-management-reports/monthly-debt-bulletin,https://www.mfdp.gov.lr/index.php/economic-management-reports/monthly-debt-bulletin,1
São Tomé and Principe,1. Public Debt Reporting,Time range,< = 3 months,4. Full,"The Quarterly Bulletin, Management and Monitoring of Public Debt, H1 2020 with end-June 2020 debt statistics published in September 2020",https://www.financas.gov.st/index.php/publicacoes/documentos/category/147-publicacoes,https://www.financas.gov.st/index.php/publicacoes/documentos/category/147-publicacoes,1
Togo,1. Public Debt Reporting,Time range,< = 3 months,4. Full,The Q2 2020 debt bulletin is posted with end-June 2020 debt data,http://www.togoreforme.com/fr/index.php?option=com_content&view=category&layout=blog&id=48&Itemid=84,http://www.togoreforme.com/fr/index.php?option=com_content&view=category&layout=blog&id=48&Itemid=84,1
Kosovo,1. Public Debt Reporting,Time range,< = 3 months,4. Full,The latest quarterly bulletin is for 2020 Q2 published in July 2020.,https://mf.rks-gov.net/desk/inc/media/E245D38F-BFB9-4D58-B46E-DDFA76FD0487.pdf,https://mf.rks-gov.net/desk/inc/media/E245D38F-BFB9-4D58-B46E-DDFA76FD0487.pdf,1
Cabo Verde,1. Public Debt Reporting,Time range,< = 3 months,4. Full,"The latest quartely bulletin: publication on September 25, 2020 with end-June 2020 data",https://www.mf.gov.cv/web/dgt/divida-publica/-/document_library/OFFmm6jRxPME/view/1301047?_com_liferay_document_library_web_portlet_DLPortlet_INSTANCE_OFFmm6jRxPME_redirect=https%3A%2F%2Fwww.mf.gov.cv%2Fweb%2Fdgt%2Fdivida-publica%3Fp_p_id%3Dcom_liferay_document_library_web_portlet_DLPortlet_INSTANCE_OFFmm6jRxPME%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview,https://www.mf.gov.cv/web/dgt/divida-publica/-/document_library/OFFmm6jRxPME/view/1301047?_com_liferay_document_library_web_portlet_DLPortlet_INSTANCE_OFFmm6jRxPME_redirect=https%3A%2F%2Fwww.mf.gov.cv%2Fweb%2Fdgt%2Fdivida-publica%3Fp_p_id%3Dcom_liferay_document_library_web_portlet_DLPortlet_INSTANCE_OFFmm6jRxPME%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview,1
Cambodia,1. Public Debt Reporting,Time range,< = 3 months,4. Full,"The latest quartely bulletin: publication on September 15, 2020 with end-June 2020 data",https://gdicdm.mef.gov.kh/en/2020/09/15/10193.html,https://gdicdm.mef.gov.kh/en/2020/09/15/10193.html,1
Benin,1. Public Debt Reporting,Time range,< = 3 months,4. Full,The latest quartely bulletin: 2020 Q2 with end-June 2020 data published in August 2020,https://caa.bj/category/publications-et-rapports/bulletins-statistiques-sur-la-dette/,https://caa.bj/category/publications-et-rapports/bulletins-statistiques-sur-la-dette/,1
Ethiopia,1. Public Debt Reporting,Time range,< = 3 months,4. Full,The latest quartely bulletin was published in August 2020 with end-June 2020 data,http://www.mofed.gov.et/documents/10182/13981/Public_Sector_Debt_Statistical_Bulletin_No_34+%282015-16+++-++++2019-20%29.pdf/9c7b4810-6a48-41f9-a63c-02fe661e4b15,http://www.mofed.gov.et/documents/10182/13981/Public_Sector_Debt_Statistical_Bulletin_No_34+%282015-16+++-++++2019-20%29.pdf/9c7b4810-6a48-41f9-a63c-02fe661e4b15,1
Ghana,1. Public Debt Reporting,Time range,< = 3 months,4. Full,The latest quartely bulletin is for Q1-2020 with end-March 2020 data published in April 2020,https://www.mofep.gov.gh/sites/default/files/basic-page/Debt-Statistics-Bulletin-2020-Q1.pdf,https://www.mofep.gov.gh/sites/default/files/basic-page/Debt-Statistics-Bulletin-2020-Q1.pdf,1
Solomon Islands,1. Public Debt Reporting,Time range,< = 3 months,4. Full,The end-June 2020 bulletin is posted,https://solomons.gov.sb/wp-content/uploads/2020/08/Solomon-Islands-Debt-Report-as-at-30-06-2020.pdf,https://solomons.gov.sb/wp-content/uploads/2020/08/Solomon-Islands-Debt-Report-as-at-30-06-2020.pdf,1
"Gambia, The",1. Public Debt Reporting,Time range,< = 3 months,4. Full,"The bulletin for 2020 Q2 was published before October 1, 2020",http://www.mofea.gm/directorates/loans-and-debt-management,http://www.mofea.gm/directorates/loans-and-debt-management,1
Tonga,1. Public Debt Reporting,Time range,< = 3 months,4. Full,The Budget Statement 2020/2021  with end-June 2020 debt data,http://www.finance.gov.to/sites/default/files/2020-09/Budget%20Statement%202020-2021_0.pdf,http://www.finance.gov.to/sites/default/files/2020-09/Budget%20Statement%202020-2021_0.pdf,1
Bhutan,1. Public Debt Reporting,Time range,< = 3 months,4. Full,"The BL was posted on June 1, 2020 with debt data at end-March 2020",https://www.mof.gov.bt/wp-content/uploads/2020/06/BUDGET2020-21.pdf,https://www.mof.gov.bt/wp-content/uploads/2020/06/BUDGET2020-21.pdf,1
Mali,1. Public Debt Reporting,Time range,< = 3 months,4. Full,The BL 2020 published January 8. 2020 includes debt statistics at end-December 2019,https://www.finances.gouv.ml/presse/loi-de-finances-2020,https://www.finances.gouv.ml/presse/loi-de-finances-2020,1
Pakistan,1. Public Debt Reporting,Time range,< = 3 months,4. Full,"The Annual Debt Review & Public Debt Bulletin, FY 2019-20 reports on debt statistics at end-June 2020, and was published within the following three months",http://www.finance.gov.pk/dpco/Annual_Debt_Review_Debt_Bulletin_Jun_2020.pdf,http://www.finance.gov.pk/dpco/Annual_Debt_Review_Debt_Bulletin_Jun_2020.pdf,1
Timor-Leste,1. Public Debt Reporting,Time range,< = 3 months,4. Full,The 2021 State Budget presents  end-June 2020 debt data,https://www.mof.gov.tl/2021-state-budget-book-1/?lang=en,https://www.mof.gov.tl/2021-state-budget-book-1/?lang=en,1
Dominica,1. Public Debt Reporting,Time range,< = 3 months,4. Full,The 2020/2021 Annual Budget Estimates reports with end-June 2019 debt data was posted in August 2020,http://www.finance.gov.dm/images/documents/estimates/2020-2021_budget_estimates.pdf,http://www.finance.gov.dm/images/documents/estimates/2020-2021_budget_estimates.pdf,1
Honduras,1. Public Debt Reporting,Time range,< = 3 months,4. Full,The 2020 Q2 Statistical Bulletin with end-June 2020 debt data was published during Q3,http://www.sefin.gob.hn/informes/,http://www.sefin.gob.hn/informes/,1
Rwanda,1. Public Debt Reporting,Time range,< = 3 months,4. Full,"Publication of the first Statistical Bulletin with end-June 2020 debt data on September 20, 2020",http://www.minecofin.gov.rw/index.php?id=65,http://www.minecofin.gov.rw/index.php?id=65,1
Moldova,1. Public Debt Reporting,Time range,< = 3 months,4. Full,Publication of the first 2020 semester report within three months,https://mf.gov.md/sites/default/files/Raport%20Q2%20semestrul%202%20a%202020.pdf,https://mf.gov.md/sites/default/files/Raport%20Q2%20semestrul%202%20a%202020.pdf,1
Kyrgyz Republic,1. Public Debt Reporting,Time range,< = 3 months,4. Full,"For example, external debt stock at end-May 2020 was published on July 6, 2020",3 links: http://www.minfin.gov.kg/ru/novosti/mamlekettik-karyz/tyshky-karyz AND http://www.minfin.gov.kg/ru/novosti/mamlekettik-karyz/ichki-karyz AND http://www.minfin.gov.kg/ru/novosti/mamlekettik-karyz/obsluzhivanie-gosudarstvennogo-dolga,http://www.minfin.gov.kg/ru/novosti/mamlekettik-karyz/tyshky-karyz,1
Nigeria,1. Public Debt Reporting,Time range,< = 3 months,4. Full,"End-June 2020 debt statistics published on September 9, 2020",https://www.dmo.gov.ng/debt-profile,https://www.dmo.gov.ng/debt-profile,1
Mongolia,1. Public Debt Reporting,Time range,< = 3 months,4. Full,End-June 2020 debt statistics are available,https://www.mongolbank.mn/eng/liststatistic.aspx?id=4_3,https://www.mongolbank.mn/eng/liststatistic.aspx?id=4_3,1
Côte d'Ivoire,1. Public Debt Reporting,Time range,< = 3 months,4. Full,"End-June 2020 debt data were available early October, 2020",https://www.tresor.gouv.ci/tres/fr_FR/bulletins-statistiques-de-la-dette-publique/,https://www.tresor.gouv.ci/tres/fr_FR/bulletins-statistiques-de-la-dette-publique/,1
Malawi,1. Public Debt Reporting,Time range,< = 3 months,4. Full,"Annual Public Debt Report, 2019/2020 published in September 2020 with end-June 2020",No source,No source,1
Solomon Islands,1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Semi-annual,https://solomons.gov.sb/wp-content/uploads/2020/08/Solomon-Islands-Debt-Report-as-at-30-06-2020.pdf,https://solomons.gov.sb/wp-content/uploads/2020/08/Solomon-Islands-Debt-Report-as-at-30-06-2020.pdf,1
Cambodia,1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Semi-annual,https://gdicdm.mef.gov.kh/en/2020/09/15/10193.html,https://gdicdm.mef.gov.kh/en/2020/09/15/10193.html,1
Rwanda,1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Semi-annual,http://www.minecofin.gov.rw/index.php?id=65,http://www.minecofin.gov.rw/index.php?id=65,1
Maldives,1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Semi-annual,http://www.finance.gov.mv/public-debt-bulletin,http://www.finance.gov.mv/public-debt-bulletin,1
Honduras,1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Quarterly (weekly seems to be discontinued),http://www.sefin.gob.hn/informes/,http://www.sefin.gob.hn/informes/,1
Côte d'Ivoire,1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Quarterly,https://www.tresor.gouv.ci/tres/fr_FR/bulletins-statistiques-de-la-dette-publique/,https://www.tresor.gouv.ci/tres/fr_FR/bulletins-statistiques-de-la-dette-publique/,1
Zimbabwe,1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Quarterly,https://www.rbz.co.zw/index.php/publications-notices/publications/quarterly-bulletins,https://www.rbz.co.zw/index.php/publications-notices/publications/quarterly-bulletins,1
Mongolia,1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Quarterly,https://www.mongolbank.mn/eng/liststatistic.aspx?id=4_3,https://www.mongolbank.mn/eng/liststatistic.aspx?id=4_3,1
Ghana,1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Quarterly,https://www.mofep.gov.gh/sites/default/files/basic-page/Debt-Statistics-Bulletin-2020-Q1.pdf,https://www.mofep.gov.gh/sites/default/files/basic-page/Debt-Statistics-Bulletin-2020-Q1.pdf,1
Samoa,1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Quarterly,https://www.mof.gov.ws/wp-content/uploads/2020/05/QDB-Mar-2020-Final.pdf,https://www.mof.gov.ws/wp-content/uploads/2020/05/QDB-Mar-2020-Final.pdf,1
Cabo Verde,1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Quarterly,https://www.mf.gov.cv/web/dgt/divida-publica/-/document_library/OFFmm6jRxPME/view/1301047?_com_liferay_document_library_web_portlet_DLPortlet_INSTANCE_OFFmm6jRxPME_redirect=https%3A%2F%2Fwww.mf.gov.cv%2Fweb%2Fdgt%2Fdivida-publica%3Fp_p_id%3Dcom_liferay_document_library_web_portlet_DLPortlet_INSTANCE_OFFmm6jRxPME%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview,https://www.mf.gov.cv/web/dgt/divida-publica/-/document_library/OFFmm6jRxPME/view/1301047?_com_liferay_document_library_web_portlet_DLPortlet_INSTANCE_OFFmm6jRxPME_redirect=https%3A%2F%2Fwww.mf.gov.cv%2Fweb%2Fdgt%2Fdivida-publica%3Fp_p_id%3Dcom_liferay_document_library_web_portlet_DLPortlet_INSTANCE_OFFmm6jRxPME%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview,1
Uganda,1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Quarterly,https://www.finance.go.ug/publication/debt-statistical-bulletin-and-public-debt-portfolio-analysis-march-2020,https://www.finance.go.ug/publication/debt-statistical-bulletin-and-public-debt-portfolio-analysis-march-2020,1
São Tomé and Principe,1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Quarterly,https://www.financas.gov.st/index.php/publicacoes/documentos/category/147-publicacoes,https://www.financas.gov.st/index.php/publicacoes/documentos/category/147-publicacoes,1
Nigeria,1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Quarterly,https://www.dmo.gov.ng/debt-profile,https://www.dmo.gov.ng/debt-profile,1
Nicaragua,1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Quarterly,https://www.bcn.gob.ni/publicaciones/periodicidad/trimestral/deuda/index.php,https://www.bcn.gob.ni/publicaciones/periodicidad/trimestral/deuda/index.php,1
Kosovo,1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Quarterly,https://mf.rks-gov.net/desk/inc/media/E245D38F-BFB9-4D58-B46E-DDFA76FD0487.pdf,https://mf.rks-gov.net/desk/inc/media/E245D38F-BFB9-4D58-B46E-DDFA76FD0487.pdf,1
Moldova,1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Quarterly,https://mf.gov.md/sites/default/files/Raport%20Q2%20semestrul%202%20a%202020.pdf,https://mf.gov.md/sites/default/files/Raport%20Q2%20semestrul%202%20a%202020.pdf,1
Benin,1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Quarterly,https://caa.bj/category/publications-et-rapports/bulletins-statistiques-sur-la-dette/,https://caa.bj/category/publications-et-rapports/bulletins-statistiques-sur-la-dette/,1
Madagascar,1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Quarterly,http://www.tresorpublic.mg/?page_id=214&content=temp&type=bsd,http://www.tresorpublic.mg/?page_id=214&content=temp&type=bsd,1
Togo,1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Quarterly,http://www.togoreforme.com/fr/index.php?option=com_content&view=category&layout=blog&id=48&Itemid=84,http://www.togoreforme.com/fr/index.php?option=com_content&view=category&layout=blog&id=48&Itemid=84,1
Ethiopia,1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Quarterly,http://www.mofed.gov.et/documents/10182/13981/Public_Sector_Debt_Statistical_Bulletin_No_34+%282015-16+++-++++2019-20%29.pdf/9c7b4810-6a48-41f9-a63c-02fe661e4b15,http://www.mofed.gov.et/documents/10182/13981/Public_Sector_Debt_Statistical_Bulletin_No_34+%282015-16+++-++++2019-20%29.pdf/9c7b4810-6a48-41f9-a63c-02fe661e4b15,1
"Gambia, The",1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Quarterly,http://www.mofea.gm/directorates/loans-and-debt-management,http://www.mofea.gm/directorates/loans-and-debt-management,1
Fiji,1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Quarterly,http://www.economy.gov.fj/images/Resources/DebtReport/Debt-Report---Q3-30-April-2020-final.pdf,http://www.economy.gov.fj/images/Resources/DebtReport/Debt-Report---Q3-30-April-2020-final.pdf,1
Burkina Faso,1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Quarterly,http://tresor.gov.bf/index.php/documents-a-telecharger/publications/bulletin-statistique-de-la-dette,http://tresor.gov.bf/index.php/documents-a-telecharger/publications/bulletin-statistique-de-la-dette,1
Guinea,1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Quarterly,http://dndapd.mef.gov.gn/images/Documents/BULLETIN_PREMIER_TRIMESTRE_2020.pdf,http://dndapd.mef.gov.gn/images/Documents/BULLETIN_PREMIER_TRIMESTRE_2020.pdf,1
Chad,1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Possibly quarterly. A first quarterly statistical bulletin at end-March 2020 is publicly available. But no additional bulletins for 2020 are yet available. Future assessment could change,https://finances.gouv.td/index.php/component/k2/item/611-bulletin-statistique-de-la-dette-publique-du-premier-trimestre-2020,https://finances.gouv.td/index.php/component/k2/item/611-bulletin-statistique-de-la-dette-publique-du-premier-trimestre-2020,1
Liberia,1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Monthly,https://www.mfdp.gov.lr/index.php/economic-management-reports/monthly-debt-bulletin,https://www.mfdp.gov.lr/index.php/economic-management-reports/monthly-debt-bulletin,1
Kenya,1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Monthly,https://treasury.go.ke/economy/category/186-2020.html,https://treasury.go.ke/economy/category/186-2020.html,1
Uzbekistan,1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Monthly,http://dmo.mf.uz/wp-content/uploads/2020/08/1.Newsletter-13-final.pdf,http://dmo.mf.uz/wp-content/uploads/2020/08/1.Newsletter-13-final.pdf,1
Kyrgyz Republic,1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Monthly,3 links: http://www.minfin.gov.kg/ru/novosti/mamlekettik-karyz/tyshky-karyz AND http://www.minfin.gov.kg/ru/novosti/mamlekettik-karyz/ichki-karyz AND http://www.minfin.gov.kg/ru/novosti/mamlekettik-karyz/obsluzhivanie-gosudarstvennogo-dolga,http://www.minfin.gov.kg/ru/novosti/mamlekettik-karyz/tyshky-karyz,1
